state,date,employment
SD,2020-03-04,-0.00683
TN,2020-03-04,0.0133
TX,2020-03-04,0.019
UT,2020-03-04,0.00464
VT,2020-03-04,-0.0162
VA,2020-03-04,0.0122
WA,2020-03-04,0.0197
WV,2020-03-04,-0.00993
WI,2020-03-04,0.00441
WY,2020-03-04,-0.016
AL,2020-03-05,0.0116
AK,2020-03-05,-0.0071200000000000005
AZ,2020-03-05,0.023
AR,2020-03-05,0.00561
CA,2020-03-05,0.0249
CO,2020-03-05,0.013000000000000001
CT,2020-03-05,0.005370000000000001
DE,2020-03-05,0.017
DC,2020-03-05,0.0223
FL,2020-03-05,0.018000000000000002
GA,2020-03-05,0.0061600000000000005
HI,2020-03-05,-0.0371
ID,2020-03-05,0.0415
IL,2020-03-05,0.0144
IN,2020-03-05,0.008029999999999999
IA,2020-03-05,0.011000000000000001
KS,2020-03-05,0.005370000000000001
KY,2020-03-05,0.0122
LA,2020-03-05,0.0012900000000000001
ME,2020-03-05,0.00283
MD,2020-03-05,0.0134
MA,2020-03-05,0.00312
MI,2020-03-05,0.0077599999999999995
MN,2020-03-05,0.00685
MS,2020-03-05,-0.000169
MO,2020-03-05,0.00992
MT,2020-03-05,0.00193
NE,2020-03-05,-0.0119
NV,2020-03-05,0.0184
NH,2020-03-05,0.0033
NJ,2020-03-05,0.0108
NM,2020-03-05,0.0413
NY,2020-03-05,0.00845
NC,2020-03-05,0.0119
ND,2020-03-05,0.0283
OH,2020-03-05,0.0124
OK,2020-03-05,0.00632
OR,2020-03-05,0.00925
PA,2020-03-05,0.0114
RI,2020-03-05,0.0051
SC,2020-03-05,0.00439
SD,2020-03-05,-0.00551
TN,2020-03-05,0.0129
TX,2020-03-05,0.0188
UT,2020-03-05,0.00325
VT,2020-03-05,-0.0166
VA,2020-03-05,0.0118
WA,2020-03-05,0.0189
WV,2020-03-05,-0.0101
WI,2020-03-05,0.00405
WY,2020-03-05,-0.0166
AL,2020-03-06,0.0114
AK,2020-03-06,-0.0046
AZ,2020-03-06,0.0232
AR,2020-03-06,0.00558
CA,2020-03-06,0.0246
CO,2020-03-06,0.0128
CT,2020-03-06,0.00564
DE,2020-03-06,0.017
DC,2020-03-06,0.0221
FL,2020-03-06,0.0179
GA,2020-03-06,0.00547
HI,2020-03-06,-0.0373
ID,2020-03-06,0.0424
IL,2020-03-06,0.0139
IN,2020-03-06,0.007659999999999999
IA,2020-03-06,0.0114
KS,2020-03-06,0.00581
KY,2020-03-06,0.0121
LA,2020-03-06,0.0010199999999999999
ME,2020-03-06,0.00247
MD,2020-03-06,0.0133
MA,2020-03-06,0.00329
MI,2020-03-06,0.0076
MN,2020-03-06,0.006409999999999999
MS,2020-03-06,-0.000758
MO,2020-03-06,0.009859999999999999
MT,2020-03-06,0.0009570000000000001
NE,2020-03-06,-0.0119
NV,2020-03-06,0.0185
NH,2020-03-06,0.0033
NJ,2020-03-06,0.0106
NM,2020-03-06,0.0417
NY,2020-03-06,0.0083
NC,2020-03-06,0.0119
ND,2020-03-06,0.0283
OH,2020-03-06,0.0121
OK,2020-03-06,0.00584
OR,2020-03-06,0.007859999999999999
PA,2020-03-06,0.0114
RI,2020-03-06,0.00448
SC,2020-03-06,0.0038299999999999996
SD,2020-03-06,-0.00413
TN,2020-03-06,0.0125
TX,2020-03-06,0.0185
UT,2020-03-06,0.00195
VT,2020-03-06,-0.0169
VA,2020-03-06,0.0114
WA,2020-03-06,0.018000000000000002
WV,2020-03-06,-0.0104
WI,2020-03-06,0.00365
WY,2020-03-06,-0.0168
AL,2020-03-07,0.0112
AK,2020-03-07,-0.00143
AZ,2020-03-07,0.0233
AR,2020-03-07,0.00557
CA,2020-03-07,0.0241
CO,2020-03-07,0.0125
CT,2020-03-07,0.00584
DE,2020-03-07,0.0168
DC,2020-03-07,0.0219
FL,2020-03-07,0.0176
GA,2020-03-07,0.00458
HI,2020-03-07,-0.0373
ID,2020-03-07,0.0434
IL,2020-03-07,0.0131
IN,2020-03-07,0.007209999999999999
IA,2020-03-07,0.0117
KS,2020-03-07,0.00601
KY,2020-03-07,0.0121
LA,2020-03-07,0.000545
ME,2020-03-07,0.00203
MD,2020-03-07,0.0132
MA,2020-03-07,0.0033299999999999996
MI,2020-03-07,0.00743
MN,2020-03-07,0.00588
MS,2020-03-07,-0.00148
MO,2020-03-07,0.0097
MT,2020-03-07,0.00011100000000000001
NE,2020-03-07,-0.012
NV,2020-03-07,0.0184
NH,2020-03-07,0.0034
NJ,2020-03-07,0.0103
NM,2020-03-07,0.0419
NY,2020-03-07,0.00795
NC,2020-03-07,0.0117
ND,2020-03-07,0.0282
OH,2020-03-07,0.0116
OK,2020-03-07,0.00533
OR,2020-03-07,0.00646
PA,2020-03-07,0.0113
RI,2020-03-07,0.00372
SC,2020-03-07,0.00305
SD,2020-03-07,-0.0028899999999999998
TN,2020-03-07,0.0121
TX,2020-03-07,0.018000000000000002
UT,2020-03-07,0.000717
VT,2020-03-07,-0.0171
VA,2020-03-07,0.0112
WA,2020-03-07,0.0169
WV,2020-03-07,-0.011000000000000001
WI,2020-03-07,0.00317
WY,2020-03-07,-0.0169
AL,2020-03-08,0.0109
AK,2020-03-08,0.0022199999999999998
AZ,2020-03-08,0.0234
AR,2020-03-08,0.00561
CA,2020-03-08,0.0235
CO,2020-03-08,0.0122
CT,2020-03-08,0.00592
DE,2020-03-08,0.0164
DC,2020-03-08,0.0214
FL,2020-03-08,0.0172
GA,2020-03-08,0.0035700000000000003
HI,2020-03-08,-0.0373
ID,2020-03-08,0.0443
IL,2020-03-08,0.0121
IN,2020-03-08,0.006679999999999999
IA,2020-03-08,0.0119
KS,2020-03-08,0.00599
KY,2020-03-08,0.0121
LA,2020-03-08,-0.00018
ME,2020-03-08,0.0015
MD,2020-03-08,0.0129
MA,2020-03-08,0.00317
MI,2020-03-08,0.00722
MN,2020-03-08,0.00526
MS,2020-03-08,-0.0023899999999999998
MO,2020-03-08,0.00948
MT,2020-03-08,-0.000671
NE,2020-03-08,-0.0121
NV,2020-03-08,0.018000000000000002
NH,2020-03-08,0.0035600000000000002
NJ,2020-03-08,0.00982
NM,2020-03-08,0.0417
NY,2020-03-08,0.007370000000000001
NC,2020-03-08,0.0114
ND,2020-03-08,0.0278
OH,2020-03-08,0.011000000000000001
OK,2020-03-08,0.00477
OR,2020-03-08,0.00504
PA,2020-03-08,0.0109
RI,2020-03-08,0.0028
SC,2020-03-08,0.00215
SD,2020-03-08,-0.0017
TN,2020-03-08,0.0117
TX,2020-03-08,0.0175
UT,2020-03-08,-0.000436
VT,2020-03-08,-0.0172
VA,2020-03-08,0.0109
WA,2020-03-08,0.0158
WV,2020-03-08,-0.0118
WI,2020-03-08,0.0026
WY,2020-03-08,-0.0169
AL,2020-03-09,0.0105
AK,2020-03-09,0.006
AZ,2020-03-09,0.0233
AR,2020-03-09,0.00564
CA,2020-03-09,0.0227
CO,2020-03-09,0.0117
CT,2020-03-09,0.0058
DE,2020-03-09,0.0158
DC,2020-03-09,0.0207
FL,2020-03-09,0.0167
GA,2020-03-09,0.00244
HI,2020-03-09,-0.0371
ID,2020-03-09,0.0449
IL,2020-03-09,0.011000000000000001
IN,2020-03-09,0.00605
IA,2020-03-09,0.0119
KS,2020-03-09,0.00573
KY,2020-03-09,0.0121
LA,2020-03-09,-0.00121
ME,2020-03-09,0.000813
MD,2020-03-09,0.0125
MA,2020-03-09,0.0027300000000000002
MI,2020-03-09,0.0069099999999999995
MN,2020-03-09,0.00451
MS,2020-03-09,-0.00351
MO,2020-03-09,0.0092
MT,2020-03-09,-0.00143
NE,2020-03-09,-0.0123
NV,2020-03-09,0.0172
NH,2020-03-09,0.0036899999999999997
NJ,2020-03-09,0.00913
NM,2020-03-09,0.0413
NY,2020-03-09,0.00647
NC,2020-03-09,0.0109
ND,2020-03-09,0.0272
OH,2020-03-09,0.0101
OK,2020-03-09,0.00412
OR,2020-03-09,0.0035299999999999997
PA,2020-03-09,0.0104
RI,2020-03-09,0.00162
SC,2020-03-09,0.00112
SD,2020-03-09,-0.000591
TN,2020-03-09,0.0111
TX,2020-03-09,0.0168
UT,2020-03-09,-0.00156
VT,2020-03-09,-0.0173
VA,2020-03-09,0.0106
WA,2020-03-09,0.0145
WV,2020-03-09,-0.0128
WI,2020-03-09,0.0019
WY,2020-03-09,-0.0167
AL,2020-03-10,0.009859999999999999
AK,2020-03-10,0.009559999999999999
AZ,2020-03-10,0.0232
AR,2020-03-10,0.0055899999999999995
CA,2020-03-10,0.0216
CO,2020-03-10,0.011000000000000001
CT,2020-03-10,0.00541
DE,2020-03-10,0.015
DC,2020-03-10,0.0196
FL,2020-03-10,0.0159
GA,2020-03-10,0.00116
HI,2020-03-10,-0.0368
ID,2020-03-10,0.0451
IL,2020-03-10,0.00955
IN,2020-03-10,0.00527
IA,2020-03-10,0.0118
KS,2020-03-10,0.005220000000000001
KY,2020-03-10,0.0119
LA,2020-03-10,-0.00263
ME,2020-03-10,-0.000103
MD,2020-03-10,0.0118
MA,2020-03-10,0.0019199999999999998
MI,2020-03-10,0.006409999999999999
MN,2020-03-10,0.0036
MS,2020-03-10,-0.00486
MO,2020-03-10,0.00882
MT,2020-03-10,-0.0022
NE,2020-03-10,-0.0126
NV,2020-03-10,0.0159
NH,2020-03-10,0.00367
NJ,2020-03-10,0.00815
NM,2020-03-10,0.0406
NY,2020-03-10,0.00519
NC,2020-03-10,0.0102
ND,2020-03-10,0.0262
OH,2020-03-10,0.00902
OK,2020-03-10,0.0033
OR,2020-03-10,0.00183
PA,2020-03-10,0.00967
RI,2020-03-10,8.499999999999999e-05
SC,2020-03-10,-3.52e-05
SD,2020-03-10,0.00042199999999999996
TN,2020-03-10,0.0104
TX,2020-03-10,0.0159
UT,2020-03-10,-0.00271
VT,2020-03-10,-0.0175
VA,2020-03-10,0.0102
WA,2020-03-10,0.013000000000000001
WV,2020-03-10,-0.0139
WI,2020-03-10,0.00103
WY,2020-03-10,-0.0165
AL,2020-03-11,0.00905
AK,2020-03-11,0.0124
AZ,2020-03-11,0.0227
AR,2020-03-11,0.0054
CA,2020-03-11,0.0202
CO,2020-03-11,0.0101
CT,2020-03-11,0.00464
DE,2020-03-11,0.013999999999999999
DC,2020-03-11,0.0182
FL,2020-03-11,0.0148
GA,2020-03-11,-0.000267
HI,2020-03-11,-0.0366
ID,2020-03-11,0.0447
IL,2020-03-11,0.00792
IN,2020-03-11,0.00433
IA,2020-03-11,0.0114
KS,2020-03-11,0.00445
KY,2020-03-11,0.0117
LA,2020-03-11,-0.00448
ME,2020-03-11,-0.00134
MD,2020-03-11,0.0109
MA,2020-03-11,0.000664
MI,2020-03-11,0.00564
MN,2020-03-11,0.00248
MS,2020-03-11,-0.00642
MO,2020-03-11,0.00831
MT,2020-03-11,-0.00305
NE,2020-03-11,-0.0131
NV,2020-03-11,0.0142
NH,2020-03-11,0.0033399999999999997
NJ,2020-03-11,0.006790000000000001
NM,2020-03-11,0.0397
NY,2020-03-11,0.00344
NC,2020-03-11,0.00919
ND,2020-03-11,0.0245
OH,2020-03-11,0.00762
OK,2020-03-11,0.00228
OR,2020-03-11,-0.000121
PA,2020-03-11,0.008620000000000001
RI,2020-03-11,-0.00195
SC,2020-03-11,-0.0012900000000000001
SD,2020-03-11,0.00131
TN,2020-03-11,0.00944
TX,2020-03-11,0.0148
UT,2020-03-11,-0.00396
VT,2020-03-11,-0.0181
VA,2020-03-11,0.00953
WA,2020-03-11,0.0114
WV,2020-03-11,-0.0151
WI,2020-03-11,-5.07e-05
WY,2020-03-11,-0.0163
AL,2020-03-12,0.00798
AK,2020-03-12,0.0142
AZ,2020-03-12,0.022000000000000002
AR,2020-03-12,0.005
CA,2020-03-12,0.0182
CO,2020-03-12,0.008879999999999999
CT,2020-03-12,0.00339
DE,2020-03-12,0.0128
DC,2020-03-12,0.0164
FL,2020-03-12,0.0135
GA,2020-03-12,-0.0018899999999999998
HI,2020-03-12,-0.0364
ID,2020-03-12,0.0433
IL,2020-03-12,0.0060799999999999995
IN,2020-03-12,0.0031899999999999997
IA,2020-03-12,0.0107
KS,2020-03-12,0.00343
KY,2020-03-12,0.0112
LA,2020-03-12,-0.00683
ME,2020-03-12,-0.00298
MD,2020-03-12,0.009640000000000001
MA,2020-03-12,-0.00114
MI,2020-03-12,0.004520000000000001
MN,2020-03-12,0.00109
MS,2020-03-12,-0.00828
MO,2020-03-12,0.00762
MT,2020-03-12,-0.004
NE,2020-03-12,-0.0137
NV,2020-03-12,0.0118
NH,2020-03-12,0.0025800000000000003
NJ,2020-03-12,0.00498
NM,2020-03-12,0.0384
NY,2020-03-12,0.00114
NC,2020-03-12,0.007940000000000001
ND,2020-03-12,0.0222
OH,2020-03-12,0.00585
OK,2020-03-12,0.000978
OR,2020-03-12,-0.00242
PA,2020-03-12,0.00722
RI,2020-03-12,-0.0046
SC,2020-03-12,-0.00265
SD,2020-03-12,0.00202
TN,2020-03-12,0.00823
TX,2020-03-12,0.0135
UT,2020-03-12,-0.0054
VT,2020-03-12,-0.0191
VA,2020-03-12,0.00857
WA,2020-03-12,0.00951
WV,2020-03-12,-0.0166
WI,2020-03-12,-0.0014
WY,2020-03-12,-0.0162
AL,2020-03-13,0.006529999999999999
AK,2020-03-13,0.0144
AZ,2020-03-13,0.0208
AR,2020-03-13,0.00421
CA,2020-03-13,0.0157
CO,2020-03-13,0.007240000000000001
CT,2020-03-13,0.00145
DE,2020-03-13,0.0112
DC,2020-03-13,0.0139
FL,2020-03-13,0.0117
GA,2020-03-13,-0.0038299999999999996
HI,2020-03-13,-0.0364
ID,2020-03-13,0.0406
IL,2020-03-13,0.00394
IN,2020-03-13,0.00175
IA,2020-03-13,0.009609999999999999
KS,2020-03-13,0.00207
KY,2020-03-13,0.0104
LA,2020-03-13,-0.00981
ME,2020-03-13,-0.00519
MD,2020-03-13,0.00801
MA,2020-03-13,-0.00373
MI,2020-03-13,0.00285
MN,2020-03-13,-0.000691
MS,2020-03-13,-0.0104
MO,2020-03-13,0.006670000000000001
MT,2020-03-13,-0.00521
NE,2020-03-13,-0.0146
NV,2020-03-13,0.00855
NH,2020-03-13,0.00112
NJ,2020-03-13,0.00252
NM,2020-03-13,0.0366
NY,2020-03-13,-0.0019399999999999999
NC,2020-03-13,0.00633
ND,2020-03-13,0.019
OH,2020-03-13,0.0035700000000000003
OK,2020-03-13,-0.000732
OR,2020-03-13,-0.00525
PA,2020-03-13,0.0053
RI,2020-03-13,-0.00815
SC,2020-03-13,-0.0041600000000000005
SD,2020-03-13,0.00245
TN,2020-03-13,0.0066099999999999996
TX,2020-03-13,0.0117
UT,2020-03-13,-0.00715
VT,2020-03-13,-0.0209
VA,2020-03-13,0.007090000000000001
WA,2020-03-13,0.0072900000000000005
WV,2020-03-13,-0.0181
WI,2020-03-13,-0.00313
WY,2020-03-13,-0.0165
AL,2020-03-14,0.00462
AK,2020-03-14,0.0127
AZ,2020-03-14,0.019
AR,2020-03-14,0.00302
CA,2020-03-14,0.0124
CO,2020-03-14,0.00507
CT,2020-03-14,-0.00128
DE,2020-03-14,0.00914
DC,2020-03-14,0.0107
FL,2020-03-14,0.009309999999999999
GA,2020-03-14,-0.00611
HI,2020-03-14,-0.0369
ID,2020-03-14,0.0365
IL,2020-03-14,0.00145
IN,2020-03-14,-6.51e-05
IA,2020-03-14,0.00805
KS,2020-03-14,0.00034500000000000004
KY,2020-03-14,0.00908
LA,2020-03-14,-0.0135
ME,2020-03-14,-0.00808
MD,2020-03-14,0.00589
MA,2020-03-14,-0.00719
MI,2020-03-14,0.000515
MN,2020-03-14,-0.00296
MS,2020-03-14,-0.013000000000000001
MO,2020-03-14,0.00539
MT,2020-03-14,-0.00698
NE,2020-03-14,-0.0159
NV,2020-03-14,0.00428
NH,2020-03-14,-0.00116
NJ,2020-03-14,-0.000696
NM,2020-03-14,0.0344
NY,2020-03-14,-0.0059
NC,2020-03-14,0.00426
ND,2020-03-14,0.0149
OH,2020-03-14,0.000718
OK,2020-03-14,-0.00286
OR,2020-03-14,-0.00869
PA,2020-03-14,0.0028
RI,2020-03-14,-0.0128
SC,2020-03-14,-0.00587
SD,2020-03-14,0.0026100000000000003
TN,2020-03-14,0.00447
TX,2020-03-14,0.009559999999999999
UT,2020-03-14,-0.00933
VT,2020-03-14,-0.0237
VA,2020-03-14,0.0050100000000000006
WA,2020-03-14,0.00463
WV,2020-03-14,-0.02
WI,2020-03-14,-0.0053100000000000005
WY,2020-03-14,-0.0171
AL,2020-03-15,0.00232
AK,2020-03-15,0.00881
AZ,2020-03-15,0.0166
AR,2020-03-15,0.00141
CA,2020-03-15,0.00828
CO,2020-03-15,0.0023899999999999998
CT,2020-03-15,-0.00485
DE,2020-03-15,0.006659999999999999
DC,2020-03-15,0.006679999999999999
FL,2020-03-15,0.00647
GA,2020-03-15,-0.00873
HI,2020-03-15,-0.0379
ID,2020-03-15,0.031
IL,2020-03-15,-0.0013599999999999999
IN,2020-03-15,-0.00224
IA,2020-03-15,0.0060799999999999995
KS,2020-03-15,-0.00173
KY,2020-03-15,0.00734
LA,2020-03-15,-0.0178
ME,2020-03-15,-0.0117
MD,2020-03-15,0.0033
MA,2020-03-15,-0.0116
MI,2020-03-15,-0.00251
MN,2020-03-15,-0.0057399999999999994
MS,2020-03-15,-0.0159
MO,2020-03-15,0.00372
MT,2020-03-15,-0.00928
NE,2020-03-15,-0.0175
NV,2020-03-15,-0.000923
NH,2020-03-15,-0.00439
NJ,2020-03-15,-0.00468
NM,2020-03-15,0.0318
NY,2020-03-15,-0.0108
NC,2020-03-15,0.0017399999999999998
ND,2020-03-15,0.00978
OH,2020-03-15,-0.0027199999999999998
OK,2020-03-15,-0.00547
OR,2020-03-15,-0.0128
PA,2020-03-15,-0.000333
RI,2020-03-15,-0.0185
SC,2020-03-15,-0.00782
SD,2020-03-15,0.00244
TN,2020-03-15,0.00185
TX,2020-03-15,0.006959999999999999
UT,2020-03-15,-0.0119
VT,2020-03-15,-0.0275
VA,2020-03-15,0.00234
WA,2020-03-15,0.00148
WV,2020-03-15,-0.022000000000000002
WI,2020-03-15,-0.00792
WY,2020-03-15,-0.0181
AL,2020-03-16,-0.000393
AK,2020-03-16,0.00297
AZ,2020-03-16,0.0136
AR,2020-03-16,-0.0006360000000000001
CA,2020-03-16,0.0033
CO,2020-03-16,-0.000852
CT,2020-03-16,-0.00932
DE,2020-03-16,0.00367
DC,2020-03-16,0.0019199999999999998
FL,2020-03-16,0.00313
GA,2020-03-16,-0.0117
HI,2020-03-16,-0.0398
ID,2020-03-16,0.0241
IL,2020-03-16,-0.004520000000000001
IN,2020-03-16,-0.00485
IA,2020-03-16,0.0036200000000000004
KS,2020-03-16,-0.00417
KY,2020-03-16,0.00507
LA,2020-03-16,-0.0227
ME,2020-03-16,-0.0162
MD,2020-03-16,0.000198
MA,2020-03-16,-0.0169
MI,2020-03-16,-0.0063
MN,2020-03-16,-0.00908
MS,2020-03-16,-0.019
MO,2020-03-16,0.00159
MT,2020-03-16,-0.0123
NE,2020-03-16,-0.0193
NV,2020-03-16,-0.0071
NH,2020-03-16,-0.00864
NJ,2020-03-16,-0.009470000000000001
NM,2020-03-16,0.0285
NY,2020-03-16,-0.0166
NC,2020-03-16,-0.00126
ND,2020-03-16,0.00385
OH,2020-03-16,-0.006790000000000001
OK,2020-03-16,-0.00861
OR,2020-03-16,-0.0174
PA,2020-03-16,-0.00417
RI,2020-03-16,-0.0256
SC,2020-03-16,-0.0101
SD,2020-03-16,0.0018399999999999998
TN,2020-03-16,-0.00126
TX,2020-03-16,0.0039
UT,2020-03-16,-0.015
VT,2020-03-16,-0.0325
VA,2020-03-16,-0.00095
WA,2020-03-16,-0.0022600000000000003
WV,2020-03-16,-0.0243
WI,2020-03-16,-0.011000000000000001
WY,2020-03-16,-0.0196
AL,2020-03-17,-0.00355
AK,2020-03-17,-0.00456
AZ,2020-03-17,0.009940000000000001
AR,2020-03-17,-0.00314
CA,2020-03-17,-0.00263
CO,2020-03-17,-0.00469
CT,2020-03-17,-0.0147
DE,2020-03-17,9.22e-05
DC,2020-03-17,-0.0036200000000000004
FL,2020-03-17,-0.000729
GA,2020-03-17,-0.0152
HI,2020-03-17,-0.0427
ID,2020-03-17,0.0161
IL,2020-03-17,-0.00806
IN,2020-03-17,-0.007940000000000001
IA,2020-03-17,0.000612
KS,2020-03-17,-0.00698
KY,2020-03-17,0.0022
LA,2020-03-17,-0.0283
ME,2020-03-17,-0.0216
MD,2020-03-17,-0.00349
MA,2020-03-17,-0.0233
MI,2020-03-17,-0.0109
MN,2020-03-17,-0.0131
MS,2020-03-17,-0.0224
MO,2020-03-17,-0.0011
MT,2020-03-17,-0.0161
NE,2020-03-17,-0.0214
NV,2020-03-17,-0.0143
NH,2020-03-17,-0.013999999999999999
NJ,2020-03-17,-0.0151
NM,2020-03-17,0.0246
NY,2020-03-17,-0.0234
NC,2020-03-17,-0.00477
ND,2020-03-17,-0.0028
OH,2020-03-17,-0.0115
OK,2020-03-17,-0.0123
OR,2020-03-17,-0.0228
PA,2020-03-17,-0.0088
RI,2020-03-17,-0.034
SC,2020-03-17,-0.0129
SD,2020-03-17,0.0007160000000000001
TN,2020-03-17,-0.00492
TX,2020-03-17,0.000357
UT,2020-03-17,-0.0187
VT,2020-03-17,-0.0388
VA,2020-03-17,-0.00487
WA,2020-03-17,-0.0067
WV,2020-03-17,-0.027000000000000003
WI,2020-03-17,-0.0145
WY,2020-03-17,-0.0216
AL,2020-03-18,-0.00719
AK,2020-03-18,-0.0135
AZ,2020-03-18,0.00555
AR,2020-03-18,-0.00613
CA,2020-03-18,-0.009590000000000001
CO,2020-03-18,-0.009170000000000001
CT,2020-03-18,-0.0211
DE,2020-03-18,-0.0041600000000000005
DC,2020-03-18,-0.00996
FL,2020-03-18,-0.00512
GA,2020-03-18,-0.0191
HI,2020-03-18,-0.0467
ID,2020-03-18,0.0070599999999999994
IL,2020-03-18,-0.012
IN,2020-03-18,-0.0116
IA,2020-03-18,-0.003
KS,2020-03-18,-0.0102
KY,2020-03-18,-0.00133
LA,2020-03-18,-0.0344
ME,2020-03-18,-0.027999999999999997
MD,2020-03-18,-0.00784
MA,2020-03-18,-0.0308
MI,2020-03-18,-0.0164
MN,2020-03-18,-0.0178
MS,2020-03-18,-0.026000000000000002
MO,2020-03-18,-0.00441
MT,2020-03-18,-0.021
NE,2020-03-18,-0.0238
NV,2020-03-18,-0.0225
NH,2020-03-18,-0.0205
NJ,2020-03-18,-0.0216
NM,2020-03-18,0.0199
NY,2020-03-18,-0.0312
NC,2020-03-18,-0.00881
ND,2020-03-18,-0.01
OH,2020-03-18,-0.017
OK,2020-03-18,-0.0166
OR,2020-03-18,-0.0287
PA,2020-03-18,-0.0143
RI,2020-03-18,-0.0438
SC,2020-03-18,-0.0162
SD,2020-03-18,-0.00103
TN,2020-03-18,-0.00914
TX,2020-03-18,-0.00371
UT,2020-03-18,-0.0229
VT,2020-03-18,-0.0464
VA,2020-03-18,-0.00942
WA,2020-03-18,-0.0119
WV,2020-03-18,-0.03
WI,2020-03-18,-0.0185
WY,2020-03-18,-0.024
AL,2020-03-19,-0.0113
AK,2020-03-19,-0.0236
AZ,2020-03-19,0.00043499999999999995
AR,2020-03-19,-0.0096
CA,2020-03-19,-0.0177
CO,2020-03-19,-0.0143
CT,2020-03-19,-0.0286
DE,2020-03-19,-0.009170000000000001
DC,2020-03-19,-0.0171
FL,2020-03-19,-0.0101
GA,2020-03-19,-0.0236
HI,2020-03-19,-0.0521
ID,2020-03-19,-0.00279
IL,2020-03-19,-0.0165
IN,2020-03-19,-0.0159
IA,2020-03-19,-0.00731
KS,2020-03-19,-0.0137
KY,2020-03-19,-0.00555
LA,2020-03-19,-0.0409
ME,2020-03-19,-0.0355
MD,2020-03-19,-0.0129
MA,2020-03-19,-0.0393
MI,2020-03-19,-0.0229
MN,2020-03-19,-0.0233
MS,2020-03-19,-0.0296
MO,2020-03-19,-0.00839
MT,2020-03-19,-0.0271
NE,2020-03-19,-0.0265
NV,2020-03-19,-0.0319
NH,2020-03-19,-0.0283
NJ,2020-03-19,-0.0289
NM,2020-03-19,0.0143
NY,2020-03-19,-0.0402
NC,2020-03-19,-0.0134
ND,2020-03-19,-0.0178
OH,2020-03-19,-0.0231
OK,2020-03-19,-0.0216
OR,2020-03-19,-0.0353
PA,2020-03-19,-0.0208
RI,2020-03-19,-0.0553
SC,2020-03-19,-0.0204
SD,2020-03-19,-0.0034799999999999996
TN,2020-03-19,-0.013999999999999999
TX,2020-03-19,-0.008320000000000001
UT,2020-03-19,-0.0276
VT,2020-03-19,-0.0553
VA,2020-03-19,-0.0146
WA,2020-03-19,-0.0181
WV,2020-03-19,-0.0335
WI,2020-03-19,-0.023
WY,2020-03-19,-0.0269
AL,2020-03-20,-0.0159
AK,2020-03-20,-0.0344
AZ,2020-03-20,-0.00541
AR,2020-03-20,-0.0135
CA,2020-03-20,-0.0268
CO,2020-03-20,-0.0201
CT,2020-03-20,-0.0369
DE,2020-03-20,-0.0149
DC,2020-03-20,-0.0249
FL,2020-03-20,-0.0155
GA,2020-03-20,-0.0287
HI,2020-03-20,-0.059000000000000004
ID,2020-03-20,-0.0132
IL,2020-03-20,-0.0214
IN,2020-03-20,-0.0209
IA,2020-03-20,-0.0124
KS,2020-03-20,-0.0177
KY,2020-03-20,-0.0105
LA,2020-03-20,-0.0479
ME,2020-03-20,-0.044000000000000004
MD,2020-03-20,-0.0187
MA,2020-03-20,-0.0489
MI,2020-03-20,-0.0303
MN,2020-03-20,-0.0296
MS,2020-03-20,-0.0332
MO,2020-03-20,-0.0131
MT,2020-03-20,-0.0345
NE,2020-03-20,-0.0295
NV,2020-03-20,-0.0424
NH,2020-03-20,-0.0373
NJ,2020-03-20,-0.037000000000000005
NM,2020-03-20,0.00775
NY,2020-03-20,-0.0501
NC,2020-03-20,-0.0186
ND,2020-03-20,-0.0257
OH,2020-03-20,-0.03
OK,2020-03-20,-0.0272
OR,2020-03-20,-0.0424
PA,2020-03-20,-0.0282
RI,2020-03-20,-0.0683
SC,2020-03-20,-0.0253
SD,2020-03-20,-0.00671
TN,2020-03-20,-0.0194
TX,2020-03-20,-0.0135
UT,2020-03-20,-0.033
VT,2020-03-20,-0.0656
VA,2020-03-20,-0.0203
WA,2020-03-20,-0.0251
WV,2020-03-20,-0.0376
WI,2020-03-20,-0.0279
WY,2020-03-20,-0.0302
AL,2020-03-21,-0.0212
AK,2020-03-21,-0.0456
AZ,2020-03-21,-0.0121
AR,2020-03-21,-0.018000000000000002
CA,2020-03-21,-0.0369
CO,2020-03-21,-0.0266
CT,2020-03-21,-0.0463
DE,2020-03-21,-0.0216
DC,2020-03-21,-0.0332
FL,2020-03-21,-0.0215
GA,2020-03-21,-0.0347
HI,2020-03-21,-0.0676
ID,2020-03-21,-0.024
IL,2020-03-21,-0.0271
IN,2020-03-21,-0.0268
IA,2020-03-21,-0.0182
KS,2020-03-21,-0.0221
KY,2020-03-21,-0.0164
LA,2020-03-21,-0.0552
ME,2020-03-21,-0.0538
MD,2020-03-21,-0.0253
MA,2020-03-21,-0.0596
MI,2020-03-21,-0.0388
MN,2020-03-21,-0.0369
MS,2020-03-21,-0.037000000000000005
MO,2020-03-21,-0.0188
MT,2020-03-21,-0.0431
NE,2020-03-21,-0.0327
NV,2020-03-21,-0.054000000000000006
NH,2020-03-21,-0.0475
NJ,2020-03-21,-0.046
NM,2020-03-21,0.000165
NY,2020-03-21,-0.0611
NC,2020-03-21,-0.0244
ND,2020-03-21,-0.0339
OH,2020-03-21,-0.0378
OK,2020-03-21,-0.0335
OR,2020-03-21,-0.0499
PA,2020-03-21,-0.0367
RI,2020-03-21,-0.0828
SC,2020-03-21,-0.0313
